child_id,age,gender,home_environment,parent_education,parent_income,mental_health,physical_abuse_record,emotional_abuse_record,attendance_rate,behavioral_issues,father_alcohol_use,mother_alcohol_use,father_smoking_use,mother_smoking_use,abuse_status
7428,3,Female,3,5,3,5,0,1,97,1,0,0,1,1,0
7429,7,Male,2,4,5,1,0,0,69,0,0,0,0,0,0
7430,6,Female,1,4,3,3,1,1,59,0,1,0,0,1,0
7431,6,Female,1,2,2,4,0,0,92,1,1,1,0,0,1
7432,4,Female,2,3,2,4,1,0,69,1,0,0,1,1,1
7433,4,Male,4,2,2,4,0,0,71,1,0,1,1,1,1
7434,7,Female,2,1,5,1,0,0,87,0,1,0,1,0,1
7435,3,Male,2,1,5,1,0,1,54,1,1,1,0,0,0
7436,6,Female,1,1,2,2,0,1,99,1,1,1,0,0,0
7437,5,Female,3,4,4,3,0,0,77,1,1,0,1,1,0
7438,3,Male,5,4,4,5,0,0,78,1,1,0,1,0,0
7439,3,Male,4,5,2,3,0,1,50,1,1,1,1,0,1
7440,7,Female,4,4,3,5,1,0,81,0,1,1,0,1,0
7441,5,Female,2,4,4,2,0,0,91,1,0,1,0,1,0
7442,5,Male,3,5,1,1,1,1,84,1,0,1,0,0,0
7443,7,Male,5,1,5,3,0,1,93,1,1,1,1,0,0
7444,6,Female,2,2,5,2,1,0,59,1,0,1,0,1,0
7445,3,Male,5,3,2,1,0,1,81,1,1,1,0,1,0
7446,4,Male,3,4,1,5,0,0,71,1,0,0,1,0,0
7447,4,Male,3,1,1,3,1,0,88,0,0,0,1,1,0
7448,6,Male,3,5,1,1,1,1,90,0,1,1,1,1,0
7449,7,Female,1,4,4,2,1,0,95,0,1,0,1,1,0
7450,4,Male,1,4,1,1,1,1,96,0,1,0,1,0,1
7451,6,Female,5,4,3,3,1,0,52,0,1,0,0,0,1
7452,6,Male,2,1,5,1,0,1,93,1,1,1,1,0,1
7453,7,Female,2,5,2,3,1,1,100,0,1,0,1,1,0
7454,4,Male,2,3,1,4,0,0,96,0,1,1,1,0,0
7455,5,Female,4,5,4,2,0,1,84,1,0,1,0,0,0
7456,7,Female,3,2,5,3,0,0,74,1,0,1,1,1,0
7457,7,Female,3,5,3,4,1,0,88,1,0,1,0,1,0
7458,4,Male,2,5,4,2,0,1,89,1,0,1,1,0,1
7459,5,Female,2,1,5,5,1,0,96,0,0,1,0,1,1
7460,5,Female,2,1,4,3,0,0,100,0,1,1,0,1,0
7461,6,Female,3,4,5,5,1,0,56,1,1,1,0,1,1
7462,6,Male,4,4,4,4,0,0,58,1,0,0,1,0,0
7463,4,Female,1,5,5,1,1,0,72,1,0,1,0,1,1
7464,7,Female,5,2,5,5,0,0,79,0,0,1,0,0,1
7465,6,Female,5,4,4,3,0,1,56,0,1,1,1,1,1
7466,4,Female,2,4,4,4,0,1,95,1,0,0,1,1,0
7467,5,Female,3,5,4,5,0,1,54,0,1,0,0,0,1
7468,5,Female,1,2,2,1,1,1,86,1,1,1,0,1,1
7469,4,Male,5,1,5,3,0,0,90,1,0,1,1,0,1
7470,4,Male,3,5,5,5,0,0,88,0,0,0,0,1,1
7471,4,Male,1,1,4,3,0,1,70,1,1,1,0,0,1
7472,5,Female,1,1,3,5,1,0,75,0,1,1,0,1,1
7473,5,Male,2,2,4,2,0,1,53,0,1,0,0,0,0
7474,4,Female,3,2,5,5,0,0,61,0,1,1,0,1,1
7475,7,Female,4,3,3,2,0,1,66,1,1,0,1,0,1
7476,7,Female,3,4,3,5,1,0,81,1,1,1,1,0,0
7477,5,Male,4,1,4,4,0,0,55,1,0,0,1,1,1
7478,5,Male,3,1,4,2,0,1,86,0,1,1,0,1,1
7479,4,Male,5,4,4,5,1,0,66,1,1,1,1,1,1
7480,4,Male,4,5,5,4,0,0,83,1,1,0,0,1,1
7481,6,Female,2,3,2,3,1,1,80,1,0,0,1,1,1
7482,7,Male,1,2,4,4,1,0,60,1,1,1,0,1,0
7483,6,Female,5,5,5,3,1,0,88,1,0,1,1,1,0
7484,7,Female,2,1,5,4,1,1,72,1,0,1,0,0,1
7485,7,Male,1,3,2,3,0,1,95,0,0,1,0,0,1
7486,5,Female,4,1,3,1,0,1,75,0,1,1,1,0,0
7487,5,Female,2,4,2,4,0,1,73,0,1,1,0,1,1
7488,6,Female,5,1,4,5,1,0,50,1,1,0,0,1,1
7489,5,Female,2,3,3,5,1,0,73,0,1,1,1,0,0
7490,6,Female,4,4,5,3,1,0,77,0,0,0,0,1,0
7491,5,Male,2,1,5,2,0,0,50,0,1,1,0,0,0
7492,5,Male,3,2,2,3,1,0,80,0,0,1,1,0,0
7493,6,Female,3,1,2,5,0,1,94,0,0,0,0,1,0
7494,6,Male,3,4,1,3,0,1,85,1,0,0,1,1,1
7495,3,Male,4,1,2,2,0,0,100,1,1,1,1,1,0
7496,4,Male,4,3,2,4,1,0,51,1,0,1,0,1,1
7497,3,Female,3,3,4,2,1,0,100,1,0,0,0,0,1
7498,7,Male,3,2,3,5,1,0,81,1,1,0,0,0,0
7499,6,Male,3,5,5,2,0,1,78,0,1,0,1,0,1
7500,4,Male,1,5,2,5,1,1,61,0,0,1,1,1,0
7501,5,Male,5,2,1,5,0,0,58,1,0,0,1,1,1
7502,4,Male,4,3,2,4,0,0,94,0,1,1,1,0,1
7503,5,Female,5,1,3,3,1,1,68,1,1,1,0,1,1
7504,3,Male,2,5,4,4,1,0,62,1,0,0,1,0,1
7505,6,Female,5,2,1,3,1,0,61,1,0,0,0,1,0
7506,7,Female,2,2,2,4,0,0,51,1,1,1,1,0,1
7507,7,Male,4,5,2,4,0,0,92,0,1,1,0,0,1
7508,7,Male,3,5,2,2,1,0,61,1,1,0,0,0,0
7509,6,Female,5,1,2,5,0,0,77,0,0,0,0,0,0
7510,6,Female,1,5,1,2,0,1,91,0,1,1,1,0,0
7511,4,Female,2,5,5,3,0,0,58,0,1,0,0,0,0
7512,7,Male,2,1,5,5,1,1,94,1,1,0,1,1,0
7513,7,Male,4,5,4,4,1,1,86,1,1,1,1,1,0
7514,5,Male,5,4,5,2,1,0,96,0,1,1,0,0,0
7515,7,Female,3,1,3,5,1,0,97,0,0,0,0,0,1
7516,6,Female,4,1,3,3,0,0,70,0,1,0,0,1,1
7517,6,Male,5,3,4,3,1,1,53,0,1,1,0,1,1
7518,7,Female,3,2,3,5,1,1,74,1,0,1,1,1,1
7519,6,Female,4,4,3,3,0,0,76,0,0,0,0,1,1
7520,5,Male,1,4,1,5,1,0,94,0,1,1,1,1,1
7521,7,Male,5,2,1,5,1,0,82,1,0,0,0,1,0
7522,4,Female,1,2,3,1,1,0,55,1,0,0,0,1,0
7523,7,Female,2,2,4,2,0,1,81,1,1,1,0,1,0
7524,5,Male,3,3,1,3,0,0,64,1,0,0,0,0,0
7525,6,Female,2,4,1,1,0,1,90,0,0,1,0,0,0
7526,6,Male,2,5,3,5,0,0,63,0,1,0,0,1,1
7527,3,Male,1,2,3,2,0,0,76,0,0,0,1,1,0
7528,5,Male,5,5,2,2,0,0,86,1,1,1,0,1,0
7529,3,Female,3,1,2,3,0,1,92,0,1,1,1,1,1
7530,3,Male,3,1,5,4,1,1,76,1,0,0,1,0,0
7531,3,Female,1,4,5,5,0,0,52,1,1,0,0,1,1
7532,5,Male,4,1,4,5,1,1,64,1,1,1,0,1,1
7533,4,Male,1,1,3,5,0,1,68,0,0,1,1,1,0
7534,5,Male,4,4,4,3,1,1,63,1,1,0,1,1,1
7535,5,Female,5,4,2,1,1,0,81,0,1,1,0,1,0
7536,6,Male,1,1,1,1,1,0,85,0,0,1,1,1,1
7537,6,Female,3,2,1,1,0,0,60,0,1,1,1,1,1
7538,7,Male,3,3,5,3,0,1,63,1,1,0,0,0,0
7539,4,Female,1,4,1,2,1,0,58,1,0,0,0,0,1
7540,3,Male,4,4,1,3,1,0,56,0,0,0,1,0,1
7541,7,Male,4,4,1,1,0,0,61,0,1,0,0,1,0
7542,4,Male,2,2,2,4,1,0,67,0,1,1,0,0,0
7543,4,Male,1,4,5,3,0,0,59,1,1,0,0,1,1
7544,3,Male,1,5,4,1,1,0,100,0,0,0,1,1,1
7545,5,Female,1,5,2,4,0,1,96,0,0,0,1,0,1
7546,6,Female,1,1,1,4,1,1,98,1,1,1,0,1,0
7547,5,Female,4,1,4,5,1,0,82,1,1,0,0,0,1
7548,5,Female,5,2,4,3,0,1,57,1,0,0,1,0,1
7549,3,Male,5,3,1,4,0,0,89,0,1,0,1,0,0
7550,4,Female,3,5,2,4,0,1,73,0,0,1,1,0,0
7551,3,Male,3,2,1,4,1,0,91,1,0,1,0,0,0
7552,7,Male,2,1,3,3,0,1,88,1,1,1,0,0,1
7553,7,Female,3,1,2,3,0,0,69,1,0,0,1,0,0
7554,7,Male,4,1,1,5,1,0,80,0,1,1,1,0,1
7555,4,Male,1,3,4,2,1,0,50,1,1,0,1,0,1
7556,6,Female,4,5,4,3,0,1,83,0,0,1,1,0,0
7557,7,Male,2,2,5,4,0,1,72,1,0,0,1,0,0
7558,5,Female,2,2,4,3,0,0,94,1,1,1,0,1,1
7559,6,Female,2,4,1,3,1,1,66,0,0,0,1,0,1
7560,3,Female,4,1,1,5,0,1,91,0,1,1,1,1,1
7561,5,Male,1,5,4,2,0,0,69,0,0,0,1,1,0
7562,7,Female,1,5,2,2,1,1,66,1,0,1,0,1,1
7563,7,Male,2,2,4,2,1,1,96,0,0,1,1,1,0
7564,5,Male,2,4,2,1,1,1,94,1,0,1,1,0,1
7565,4,Male,5,2,5,4,1,1,72,0,1,0,1,1,0
7566,4,Male,3,5,5,1,0,0,88,1,1,0,1,0,0
7567,6,Male,5,2,3,3,1,0,97,0,0,0,1,1,0
7568,4,Female,2,1,4,4,1,1,86,1,0,1,0,1,0
7569,5,Male,4,1,1,1,0,0,57,1,1,1,1,1,0
7570,6,Female,4,1,1,3,0,1,63,1,1,1,1,1,0
7571,7,Female,3,2,5,4,0,1,98,0,1,0,1,1,0
7572,3,Female,5,3,1,2,0,0,83,1,1,0,1,1,1
7573,6,Male,5,3,4,2,1,1,59,0,0,1,0,1,1
7574,6,Male,1,3,1,4,0,1,78,1,1,1,1,1,1
7575,7,Male,1,5,1,2,0,0,82,0,1,1,1,1,1
7576,3,Male,1,4,4,2,0,1,70,0,1,1,1,0,0
7577,7,Female,5,4,5,2,1,1,57,0,1,0,1,0,0
7578,7,Female,5,4,3,2,0,0,58,1,1,0,0,0,1
7579,6,Male,5,3,4,1,0,0,62,0,1,0,0,1,0
7580,3,Female,3,1,1,3,0,1,64,0,0,0,1,0,1
7581,3,Male,2,3,5,4,0,1,58,1,0,1,1,1,0
7582,3,Female,2,5,5,1,1,0,57,1,0,1,0,0,1
7583,5,Female,3,4,1,3,1,1,95,0,0,0,0,0,0
7584,6,Male,1,2,3,1,1,1,60,1,1,1,0,1,0
7585,5,Female,3,5,2,1,0,1,50,0,1,0,1,0,1
7586,7,Male,5,5,4,2,0,0,78,1,0,0,1,1,1
7587,6,Female,1,5,5,2,0,1,99,1,1,0,1,0,0
7588,6,Female,1,1,3,1,1,0,76,1,0,0,0,1,0
7589,7,Male,1,3,1,1,1,0,65,0,0,1,0,1,1
7590,7,Female,4,5,3,5,1,1,73,1,0,0,0,0,0
7591,5,Male,4,3,4,5,0,1,75,0,1,1,1,1,1
7592,4,Female,1,3,4,2,0,0,53,0,1,1,1,1,1
7593,7,Female,4,1,3,2,0,1,57,1,0,1,0,0,1
7594,5,Female,4,2,3,2,1,1,56,0,1,1,1,0,1
7595,6,Male,2,2,3,5,0,0,92,1,0,1,0,0,0
7596,4,Female,4,1,3,4,0,1,66,0,1,1,0,0,0
7597,5,Female,4,1,1,4,0,0,66,0,1,1,0,0,0
7598,4,Female,5,5,4,5,1,0,89,0,1,0,0,0,0
7599,7,Male,3,4,3,3,1,1,57,1,1,1,1,1,1
7600,5,Male,3,4,5,1,0,0,76,0,0,1,1,1,0
7601,5,Female,5,2,1,3,0,0,60,1,1,1,0,0,1
7602,5,Female,2,5,1,4,1,1,57,0,1,0,1,1,0
7603,7,Male,4,3,5,3,1,0,67,0,0,1,1,0,0
7604,7,Female,3,1,1,5,0,1,95,0,1,0,1,0,1
7605,3,Female,3,5,4,2,1,0,74,0,0,1,1,1,1
7606,5,Female,5,1,1,1,0,1,95,0,0,1,0,1,1
7607,5,Male,3,5,1,3,1,1,94,1,1,1,0,1,1
7608,3,Male,5,1,5,3,0,0,100,0,0,1,1,0,0
7609,3,Male,4,3,4,5,0,0,96,0,0,0,0,1,0
7610,6,Male,4,1,3,5,1,0,90,0,1,1,0,1,1
7611,7,Female,5,3,4,1,1,0,66,1,1,0,1,0,0
7612,4,Female,1,1,1,2,1,1,69,0,0,0,1,0,1
7613,7,Male,2,2,1,3,1,1,76,1,1,1,1,1,0
7614,7,Female,2,3,2,2,0,0,75,0,1,1,0,0,0
7615,7,Male,2,4,4,5,0,0,70,0,1,1,0,1,0
7616,4,Male,4,2,2,5,0,1,91,1,1,0,1,1,1
7617,7,Male,5,2,1,2,0,0,66,1,0,0,0,1,0
7618,3,Male,1,4,2,1,0,0,69,0,0,1,1,1,0
7619,6,Male,5,4,2,3,0,0,68,1,1,0,0,0,0
7620,6,Female,1,3,1,5,0,0,91,1,1,0,1,1,1
7621,4,Female,2,1,1,1,1,1,93,0,1,1,1,0,0
7622,6,Male,2,4,2,2,1,0,67,1,1,1,0,1,0
7623,7,Male,2,3,5,4,0,0,81,0,0,0,0,1,0
7624,3,Male,2,1,5,5,0,0,76,0,0,0,0,0,1
7625,7,Female,1,1,2,2,1,1,79,0,0,0,0,0,0
7626,4,Male,4,2,2,4,1,1,97,1,1,0,1,0,1
7627,7,Male,1,3,3,4,0,0,50,0,1,1,0,1,0
7628,6,Female,3,3,3,2,0,0,50,1,1,0,0,1,1
7629,6,Male,3,2,5,2,1,1,90,1,1,0,0,1,0
7630,5,Male,2,5,3,1,1,1,86,0,1,1,0,1,0
7631,3,Male,3,4,5,5,1,0,54,1,0,1,0,1,1
7632,4,Female,1,5,4,1,1,0,82,1,1,0,0,1,0
7633,6,Female,2,1,3,4,0,0,93,1,1,0,0,0,1
7634,7,Female,3,5,5,4,0,1,93,0,0,0,1,1,1
7635,3,Female,1,1,5,2,1,0,88,1,1,0,1,0,0
7636,5,Male,3,4,3,1,0,1,64,1,1,0,1,0,0
7637,6,Male,5,4,4,5,1,0,77,1,0,1,1,0,1
7638,7,Male,2,5,5,1,0,1,55,0,0,1,1,1,1
7639,4,Male,1,1,2,5,1,1,81,0,0,1,1,1,0
7640,6,Male,2,3,2,3,0,0,87,1,1,1,1,0,1
7641,5,Male,5,5,5,4,1,0,59,0,1,0,0,1,0
7642,3,Male,2,3,3,4,0,0,97,1,1,0,0,1,0
7643,5,Female,3,4,5,1,1,1,83,0,1,0,0,0,0
7644,6,Female,5,2,1,2,1,1,56,1,1,0,1,0,0
7645,5,Female,1,1,4,1,0,0,82,1,0,0,0,0,0
7646,3,Female,4,2,1,4,0,0,58,1,1,0,1,1,1
7647,4,Female,3,5,1,1,1,1,91,1,0,1,0,0,1
7648,4,Female,5,2,1,2,1,0,88,1,0,1,1,0,1
7649,5,Male,2,1,4,1,1,1,81,1,0,1,1,0,0
7650,4,Male,5,1,5,2,1,0,95,1,1,0,0,1,1
7651,3,Male,1,3,1,1,1,1,73,0,0,0,1,1,0
7652,5,Male,2,1,4,1,1,0,84,1,1,1,1,1,1
7653,6,Male,1,3,5,2,0,0,84,1,1,0,0,0,1
7654,4,Female,4,5,2,1,0,0,67,0,1,0,1,0,0
7655,6,Female,5,1,1,4,1,1,86,1,1,0,1,1,0
7656,6,Female,1,2,4,1,1,1,66,0,0,1,1,1,0
7657,6,Female,4,2,4,1,1,0,55,1,0,0,1,1,0
7658,5,Male,2,5,1,4,1,1,73,1,1,1,1,1,1
7659,3,Female,4,2,2,3,0,1,60,0,0,1,0,0,0
7660,4,Male,2,5,5,5,0,0,68,1,0,1,0,1,0
7661,4,Female,1,3,5,4,1,1,72,1,1,0,1,0,1
7662,4,Female,1,3,4,2,0,0,94,1,1,0,0,1,1
7663,7,Male,3,5,3,1,1,1,69,0,1,1,0,0,0
7664,4,Male,2,3,1,2,0,1,92,1,0,1,0,0,1
7665,3,Male,4,4,4,2,0,0,52,1,0,0,0,1,1
7666,5,Male,1,3,2,3,1,1,68,1,0,1,1,0,1
7667,6,Female,5,4,4,3,1,1,88,1,0,0,0,0,1
7668,3,Female,5,3,5,3,0,1,55,1,0,0,0,0,1
7669,5,Male,2,3,4,5,1,0,52,0,1,0,1,0,1
7670,6,Male,1,4,2,2,0,0,92,0,1,1,0,0,1
7671,5,Male,5,3,5,4,0,1,75,1,0,0,0,1,0
7672,3,Male,3,4,1,3,0,1,64,0,1,0,1,1,0
7673,4,Male,4,5,2,2,1,1,82,1,1,1,0,0,1
7674,7,Female,2,5,4,3,0,1,75,1,1,1,0,0,0
7675,3,Male,2,1,4,4,1,1,61,1,1,1,1,0,0
7676,6,Female,1,2,5,1,1,1,73,0,1,0,1,0,1
7677,5,Male,5,1,3,3,1,0,79,0,0,1,1,0,0
7678,5,Female,5,4,4,4,0,0,71,0,1,0,1,1,1
7679,4,Female,5,1,1,5,0,1,57,0,1,1,1,1,1
7680,4,Female,4,4,1,5,0,1,63,0,0,1,0,0,1
7681,4,Male,3,4,1,2,1,0,77,1,0,1,0,1,0
7682,5,Female,5,4,3,4,1,0,73,0,1,0,1,1,1
7683,5,Female,2,2,1,2,1,1,52,1,1,0,0,0,0
7684,6,Male,4,4,4,4,1,0,70,0,0,1,0,1,0
7685,4,Male,4,1,4,1,1,1,88,0,0,1,1,1,1
7686,5,Female,1,5,2,5,0,0,50,0,0,0,0,1,0
7687,5,Male,1,5,4,2,1,1,54,0,1,1,1,0,0
7688,7,Female,3,3,3,5,1,0,72,0,0,1,0,1,1
7689,3,Male,2,1,1,4,0,1,67,1,0,0,0,0,0
7690,3,Male,4,2,1,4,0,0,56,0,0,0,1,0,0
7691,5,Female,5,5,2,5,1,1,90,0,1,1,0,0,0
7692,7,Female,4,5,5,1,0,0,59,1,1,0,1,0,1
7693,6,Male,4,1,3,1,1,0,90,0,1,1,1,1,1
7694,5,Female,3,5,2,1,1,1,78,1,0,0,0,0,0
7695,3,Male,1,3,1,2,0,1,70,1,0,1,1,0,0
7696,6,Female,5,1,4,2,0,1,54,1,0,0,0,1,0
7697,3,Female,5,2,2,5,1,1,59,1,0,0,1,0,1
7698,6,Male,3,2,3,5,1,0,61,0,0,0,0,0,0
7699,5,Female,1,4,2,3,1,0,73,1,0,0,0,1,1
7700,3,Male,3,3,5,1,1,0,81,1,1,1,1,1,0
7701,4,Male,5,4,1,2,1,1,73,1,0,1,0,1,0
7702,4,Male,5,2,3,1,0,1,94,0,0,1,0,1,0
7703,6,Female,4,2,2,3,0,1,77,0,0,0,0,1,1
7704,3,Female,3,4,3,3,1,0,84,1,1,1,1,1,1
7705,5,Male,4,4,1,4,1,0,56,0,0,0,0,0,0
7706,4,Male,2,1,5,2,1,0,61,0,1,1,0,1,0
7707,5,Male,1,5,4,5,1,1,55,1,1,0,1,0,0
7708,6,Male,4,4,1,4,1,1,75,0,1,1,1,1,1
7709,7,Female,5,4,4,3,0,1,54,0,1,0,1,0,0
7710,5,Male,1,1,3,5,0,1,94,1,1,0,1,1,0
7711,6,Male,1,1,2,3,1,0,84,0,0,0,1,1,0
7712,3,Female,4,5,5,3,0,0,90,1,1,0,1,1,1
7713,7,Female,4,3,1,2,0,1,77,1,1,1,0,1,1
7714,6,Male,1,1,4,2,1,0,88,0,0,0,1,0,1
7715,3,Male,4,1,2,4,1,1,85,0,0,0,0,1,1
7716,5,Male,1,3,3,4,1,1,91,0,1,1,1,1,0
7717,4,Male,2,3,2,2,1,1,96,1,0,1,1,1,1
7718,5,Male,3,2,3,3,0,1,96,1,1,0,0,1,1
7719,3,Male,3,4,2,2,0,0,52,0,1,1,1,0,0
7720,7,Male,3,1,2,4,1,1,54,0,0,1,1,1,1
7721,5,Female,1,3,4,4,0,0,99,1,1,0,0,0,1
7722,4,Male,4,2,1,5,1,1,78,1,1,1,1,0,1
7723,3,Male,5,3,5,4,1,0,92,0,1,1,1,0,1
7724,5,Male,3,1,1,5,1,0,93,0,1,1,1,0,1
7725,3,Female,2,1,3,5,1,1,86,0,1,1,0,0,1
7726,5,Female,1,5,1,5,1,1,78,1,0,0,1,1,1
7727,5,Male,5,2,2,2,1,1,67,0,1,0,1,1,0
7728,6,Male,3,1,5,1,1,1,51,0,1,1,1,0,0
7729,6,Male,4,5,5,3,0,0,56,1,1,0,1,0,0
7730,7,Female,1,4,1,1,1,0,62,0,0,1,1,0,1
7731,6,Male,2,1,4,5,0,0,69,0,1,1,1,0,0
7732,4,Female,1,5,1,1,1,0,78,0,1,1,0,0,1
7733,4,Male,5,2,5,4,0,1,77,0,0,1,0,0,1
7734,6,Male,2,3,1,1,0,1,64,1,0,0,1,1,0
7735,3,Female,2,2,1,4,0,0,68,1,0,0,1,0,0
7736,5,Male,3,1,3,3,0,0,57,1,0,1,0,1,1
7737,3,Female,4,3,5,2,1,0,73,0,0,1,0,0,0
7738,6,Male,1,2,2,4,1,1,71,1,0,1,0,1,0
7739,6,Female,2,4,3,3,0,1,99,1,0,0,0,0,0
7740,7,Female,3,2,2,5,0,1,84,1,1,1,0,1,1
7741,4,Female,1,1,3,2,0,0,50,0,0,0,1,0,0
7742,4,Male,2,1,5,3,1,0,92,0,0,1,0,1,1
7743,4,Male,2,3,1,2,1,1,79,1,1,0,1,1,0
7744,6,Male,1,3,3,4,0,1,85,1,0,1,1,1,0
7745,7,Male,1,3,3,3,1,0,50,0,0,0,0,0,1
7746,7,Female,5,2,3,2,0,1,78,1,0,0,0,1,0
7747,4,Female,2,5,5,5,1,1,62,0,1,0,1,0,0
7748,3,Male,4,5,5,4,0,0,95,1,1,1,0,1,0
7749,6,Female,5,1,4,5,1,1,92,1,0,0,0,0,0
7750,5,Female,4,1,5,2,0,1,81,1,0,1,0,0,0
7751,7,Female,3,2,2,2,0,1,67,1,1,0,1,1,1
7752,4,Female,4,4,4,2,0,1,97,0,0,1,0,1,1
7753,5,Male,4,3,4,4,1,0,85,1,1,1,1,0,1
7754,5,Female,4,4,1,1,0,1,92,1,1,1,0,0,1
7755,5,Female,2,4,4,3,1,1,65,0,0,1,0,1,1
7756,7,Female,5,1,5,3,1,0,95,1,0,1,0,0,0
7757,6,Male,2,1,2,5,1,1,96,1,0,0,1,1,1
7758,6,Male,1,1,1,3,1,1,85,1,0,0,1,0,1
7759,6,Male,4,3,4,3,1,0,97,0,1,0,0,0,0
7760,6,Male,4,3,5,4,0,0,93,0,0,1,1,1,1
7761,3,Female,4,3,5,5,0,0,61,0,0,1,1,1,0
7762,7,Male,3,5,1,1,1,0,70,1,0,1,0,1,0
7763,7,Male,2,4,3,4,0,0,83,0,1,1,0,1,1
7764,4,Female,4,1,4,2,0,0,94,1,0,0,0,0,1
7765,7,Female,4,4,5,2,0,0,78,1,1,1,0,1,1
7766,6,Male,4,2,3,3,0,0,74,1,0,1,0,1,1
7767,7,Female,1,2,5,2,1,1,91,0,1,0,1,1,1
7768,5,Male,1,2,4,2,0,1,97,0,0,0,1,0,0
7769,5,Male,1,1,3,1,0,1,93,0,0,0,0,1,1
7770,7,Female,4,2,2,3,0,0,77,1,1,1,1,1,0
7771,7,Female,5,1,2,1,1,1,90,1,0,0,0,0,0
7772,4,Female,3,4,3,3,0,0,60,0,1,0,1,0,1
7773,7,Female,4,1,3,4,1,1,78,1,0,1,1,1,0
7774,7,Female,4,4,4,1,0,0,82,1,0,1,0,1,1
7775,5,Male,1,1,1,3,0,0,80,1,1,0,1,1,0
7776,6,Female,1,2,5,1,1,1,54,1,0,0,1,1,0
7777,5,Male,5,2,2,2,0,1,63,0,1,1,0,0,0
7778,3,Male,5,5,4,2,1,1,98,1,0,1,0,1,0
7779,6,Female,2,4,3,2,0,0,66,0,1,1,0,0,0
7780,3,Male,1,4,1,1,1,0,92,0,1,0,0,0,0
7781,6,Male,2,3,5,5,1,1,57,1,0,0,0,0,0
7782,4,Female,1,3,2,3,0,1,52,1,1,0,0,0,0
7783,3,Female,1,5,4,3,1,1,63,0,1,0,1,0,1
7784,5,Male,1,5,3,2,0,1,90,1,1,0,1,0,0
7785,5,Female,5,2,1,1,1,1,81,1,0,0,1,1,0
7786,5,Male,3,5,3,5,0,1,93,0,0,1,0,1,0
7787,4,Female,3,5,4,4,0,1,99,1,0,0,0,0,1
7788,6,Male,3,1,2,2,0,0,71,1,0,0,0,1,0
7789,3,Male,3,5,3,3,1,1,99,1,0,1,0,1,0
7790,7,Male,2,4,4,1,0,0,81,0,0,0,0,0,1
7791,4,Male,5,3,4,3,0,0,77,0,1,1,0,0,1
7792,4,Female,5,5,4,1,1,1,87,1,0,0,0,1,0
7793,5,Female,1,3,2,5,1,1,58,0,1,0,1,0,1
7794,3,Female,1,2,4,5,1,0,84,0,1,1,0,1,0
7795,7,Female,3,1,4,2,0,1,50,1,0,0,0,1,0
7796,5,Female,1,3,5,1,0,0,68,0,1,0,1,0,1
7797,3,Female,4,2,3,2,0,0,90,0,1,1,0,0,1
7798,6,Female,4,3,3,3,0,1,70,0,1,1,0,0,1
7799,6,Male,4,2,2,1,1,0,97,1,1,0,1,0,1
7800,6,Male,3,5,5,3,0,1,79,0,1,1,1,1,0
7801,5,Female,2,1,2,5,0,1,94,0,1,0,0,0,0
7802,4,Male,4,1,5,3,1,1,76,1,1,0,1,0,1
7803,5,Female,4,2,1,4,0,1,83,1,1,0,0,1,0
7804,4,Male,3,3,3,1,1,0,95,1,0,0,0,1,1
7805,6,Male,4,2,1,5,1,0,66,0,1,0,0,0,0
7806,5,Female,4,1,1,2,1,0,63,1,1,0,0,0,1
7807,3,Female,4,3,1,2,0,1,94,0,0,0,1,1,0
7808,3,Male,4,4,4,4,1,1,56,1,0,0,0,0,1
7809,5,Female,4,1,3,1,1,1,85,1,0,1,0,1,1
7810,4,Female,3,2,1,4,1,0,100,0,1,0,0,1,0
7811,3,Male,3,3,5,2,0,1,78,0,1,0,0,1,1
7812,4,Female,1,3,5,4,0,1,93,0,1,1,0,0,0
7813,6,Female,3,4,3,1,0,1,61,1,0,0,0,1,0
7814,7,Male,3,5,2,3,0,1,98,1,1,0,1,0,1
7815,3,Male,4,4,1,1,1,0,54,1,0,0,0,0,0
7816,7,Male,1,5,4,4,1,1,78,0,0,1,0,1,1
7817,7,Male,3,5,2,4,1,0,50,1,1,0,0,0,1
7818,7,Male,2,1,5,3,1,1,61,0,1,1,1,0,1
7819,3,Female,3,4,5,5,0,1,77,1,1,0,0,1,1
7820,7,Female,4,1,2,4,1,1,91,1,0,1,1,0,1
7821,4,Male,2,2,5,5,1,0,64,1,0,0,0,1,1
7822,7,Female,1,2,5,4,0,0,96,0,1,1,1,1,1
7823,7,Female,2,5,5,2,1,1,74,0,1,0,0,1,0
7824,7,Male,1,3,5,5,0,0,98,0,1,0,1,1,0
7825,6,Female,1,1,1,4,1,1,84,0,0,0,1,1,1
7826,7,Male,5,5,3,1,0,1,66,0,0,1,0,0,0
7827,7,Female,1,5,2,1,0,1,56,1,0,1,1,1,1
7828,7,Male,4,1,3,1,0,1,77,0,1,1,1,0,1
7829,5,Male,4,2,5,1,0,0,72,0,1,0,0,0,0
7830,4,Female,2,3,2,5,0,1,58,1,0,1,0,1,1
7831,6,Female,1,2,2,1,0,0,53,0,0,0,0,0,0
7832,5,Male,2,4,5,5,1,1,75,1,0,1,0,1,1
7833,4,Female,4,5,3,4,1,0,91,0,1,0,0,0,1
7834,4,Female,1,4,1,2,1,1,55,0,1,0,1,1,0
7835,5,Male,4,1,3,5,0,1,51,1,1,1,1,1,0
